gid,config
142913,def
142914,def
142915,def
142916,def
142917,def
142918,def
142919,def
142920,def
142921,def
142922,def
142923,def
142924,def
142925,def
142926,def
142927,def
142928,def
142929,def
142930,def
142931,def
142932,def
142933,def
142934,def
142935,def
142936,def
142937,def
142938,def
142939,def
142940,def
142941,def
142942,def
142943,def
142944,def
142945,def
142946,def
142947,def
142948,def
142949,def
142950,def
142951,def
143366,def
143367,def
143368,def
143369,def
143370,def
143371,def
143372,def
143373,def
143374,def
143375,def
143376,def
143377,def
143378,def
143379,def
143380,def
143381,def
143382,def
143383,def
143384,def
143385,def
143386,def
143387,def
143388,def
143389,def
143390,def
143391,def
143392,def
143393,def
143394,def
143395,def
143396,def
143397,def
143398,def
143399,def
143400,def
143401,def
143402,def
143403,def
143404,def
143405,def
143406,def
143407,def
143408,def
143409,def
143410,def
143411,def
143412,def
143413,def
143414,def
143415,def
143416,def
143417,def
143418,def
143419,def
143420,def
143421,def
143422,def
143423,def
143424,def
143425,def
143426,def
143427,def
143842,def
143843,def
143844,def
143845,def
143846,def
143847,def
143848,def
143849,def
143850,def
143851,def
143852,def
143853,def
143854,def
143855,def
143856,def
143857,def
143858,def
143859,def
143860,def
143861,def
143862,def
143863,def
143864,def
143865,def
143866,def
143867,def
143868,def
143869,def
143870,def
143871,def
143872,def
143873,def
143874,def
143875,def
143876,def
143877,def
143878,def
143879,def
143880,def
143881,def
143882,def
143883,def
143884,def
143885,def
143886,def
143887,def
143888,def
143889,def
143890,def
143891,def
143892,def
143893,def
143894,def
143895,def
143896,def
143897,def
143898,def
143899,def
143900,def
143901,def
143902,def
143903,def
144318,def
144319,def
144320,def
144321,def
144322,def
144323,def
144324,def
144325,def
144326,def
144327,def
144328,def
144329,def
144330,def
144331,def
144332,def
144333,def
144334,def
144335,def
144336,def
144337,def
144338,def
144339,def
144340,def
144341,def
144342,def
144343,def
144344,def
144345,def
144346,def
144347,def
144348,def
144349,def
144350,def
144351,def
144352,def
144353,def
144354,def
144355,def
144356,def
144357,def
144358,def
144359,def
144360,def
144361,def
144362,def
144363,def
144364,def
144365,def
144366,def
144367,def
144368,def
144369,def
144370,def
144371,def
144372,def
144373,def
144374,def
144375,def
144376,def
144377,def
144378,def
144379,def
144795,def
144796,def
144797,def
144798,def
144799,def
144800,def
144801,def
144802,def
144803,def
144804,def
144805,def
144806,def
144807,def
144808,def
144809,def
144810,def
144811,def
144812,def
144813,def
144814,def
144815,def
144816,def
144817,def
144818,def
144819,def
144820,def
144821,def
144822,def
144823,def
144824,def
144825,def
144826,def
144827,def
144828,def
144829,def
144830,def
144831,def
144832,def
144833,def
144834,def
144835,def
144836,def
144837,def
144838,def
144839,def
144840,def
144841,def
144842,def
144843,def
144844,def
144845,def
144846,def
144847,def
144848,def
144849,def
144850,def
144851,def
144852,def
144853,def
144854,def
144855,def
144856,def
145273,def
145274,def
145275,def
145276,def
145277,def
145278,def
145279,def
145280,def
145281,def
145282,def
145283,def
145284,def
145285,def
145286,def
145287,def
145288,def
145289,def
145290,def
145291,def
145292,def
145293,def
145294,def
145295,def
145296,def
145297,def
145298,def
145299,def
145300,def
145301,def
145302,def
145303,def
145304,def
145305,def
145306,def
145307,def
145308,def
145309,def
145310,def
145311,def
145312,def
145313,def
145314,def
145315,def
145316,def
145317,def
145318,def
145319,def
145320,def
145321,def
145322,def
145323,def
145324,def
145325,def
145326,def
145327,def
145328,def
145329,def
145330,def
145331,def
145332,def
145333,def
145334,def
145752,def
145753,def
145754,def
145755,def
145756,def
145757,def
145758,def
145759,def
145760,def
145761,def
145762,def
145763,def
145764,def
145765,def
145766,def
145767,def
145768,def
145769,def
145770,def
145771,def
145772,def
145773,def
145774,def
145775,def
145776,def
145777,def
145778,def
145779,def
145780,def
145781,def
145782,def
145783,def
145784,def
145785,def
145786,def
145787,def
145788,def
145789,def
145790,def
145791,def
145792,def
145793,def
145794,def
145795,def
145796,def
145797,def
145798,def
145799,def
145800,def
145801,def
145802,def
145803,def
145804,def
145805,def
145806,def
145807,def
145808,def
145809,def
145810,def
145811,def
145812,def
145813,def
146232,def
146233,def
146234,def
146235,def
146236,def
146237,def
146238,def
146239,def
146240,def
146241,def
146242,def
146243,def
146244,def
146245,def
146246,def
146247,def
146248,def
146249,def
146250,def
146251,def
146252,def
146253,def
146254,def
146255,def
146256,def
146257,def
146258,def
146259,def
146260,def
146261,def
146262,def
146263,def
146264,def
146265,def
146266,def
146267,def
146268,def
146269,def
146270,def
146271,def
146272,def
146273,def
146274,def
146275,def
146276,def
146277,def
146278,def
146279,def
146280,def
146281,def
146282,def
146283,def
146284,def
146285,def
146286,def
146287,def
146288,def
146289,def
146290,def
146291,def
146292,def
146293,def
146713,def
146714,def
146715,def
146716,def
146717,def
146718,def
146719,def
146720,def
146721,def
146722,def
146723,def
146724,def
146725,def
146726,def
146727,def
146728,def
146729,def
146730,def
146731,def
146732,def
146733,def
146734,def
146735,def
146736,def
146737,def
146738,def
146739,def
146740,def
146741,def
146742,def
146743,def
146744,def
146745,def
146746,def
146747,def
146748,def
146749,def
146750,def
146751,def
146752,def
146753,def
146754,def
146755,def
146756,def
146757,def
146758,def
146759,def
146760,def
146761,def
146762,def
146763,def
146764,def
146765,def
146766,def
146767,def
146768,def
146769,def
146770,def
146771,def
146772,def
146773,def
146774,def
147195,def
147196,def
147197,def
147198,def
147199,def
147200,def
147201,def
147202,def
147203,def
147204,def
147205,def
147206,def
147207,def
147208,def
147209,def
147210,def
147211,def
147212,def
147213,def
147214,def
147215,def
147216,def
147217,def
147218,def
147219,def
147220,def
147221,def
147222,def
147223,def
147224,def
147225,def
147226,def
147227,def
147228,def
147229,def
147230,def
147231,def
147232,def
147233,def
147234,def
147235,def
147236,def
147237,def
147238,def
147239,def
147240,def
147241,def
147242,def
147243,def
147244,def
147245,def
147246,def
147247,def
147248,def
147249,def
147250,def
147251,def
147252,def
147253,def
147254,def
147255,def
147256,def
147678,def
147679,def
147680,def
147681,def
147682,def
147683,def
147684,def
147685,def
147686,def
147687,def
147688,def
147689,def
147690,def
147691,def
147692,def
147693,def
147694,def
147695,def
147696,def
147697,def
147698,def
147699,def
147700,def
147701,def
147702,def
147703,def
147704,def
147705,def
147706,def
147707,def
147708,def
147709,def
147710,def
147711,def
147712,def
147713,def
147714,def
147715,def
147716,def
147717,def
147718,def
147719,def
147720,def
147721,def
147722,def
147723,def
147724,def
147725,def
147726,def
147727,def
147728,def
147729,def
147730,def
147731,def
147732,def
147733,def
147734,def
147735,def
147736,def
147737,def
147738,def
147739,def
148162,def
148163,def
148164,def
148165,def
148166,def
148167,def
148168,def
148169,def
148170,def
148171,def
148172,def
148173,def
148174,def
148175,def
148176,def
148177,def
148178,def
148179,def
148180,def
148181,def
148182,def
148183,def
148184,def
148185,def
148186,def
148187,def
148188,def
148189,def
148190,def
148191,def
148192,def
148193,def
148194,def
148195,def
148196,def
148197,def
148198,def
148199,def
148200,def
148201,def
148202,def
148203,def
148204,def
148205,def
148206,def
148207,def
148208,def
148209,def
148210,def
148211,def
148212,def
148213,def
148214,def
148215,def
148216,def
148217,def
148218,def
148219,def
148220,def
148221,def
148222,def
148223,def
148648,def
148649,def
148650,def
148651,def
148652,def
148653,def
148654,def
148655,def
148656,def
148657,def
148658,def
148659,def
148660,def
148661,def
148662,def
148663,def
148664,def
148665,def
148666,def
148667,def
148668,def
148669,def
148670,def
148671,def
148672,def
148673,def
148674,def
148675,def
148676,def
148677,def
148678,def
148679,def
148680,def
148681,def
148682,def
148683,def
148684,def
148685,def
148686,def
148687,def
148688,def
148689,def
148690,def
148691,def
148692,def
148693,def
148694,def
148695,def
148696,def
148697,def
148698,def
148699,def
148700,def
148701,def
148702,def
148703,def
148704,def
148705,def
148706,def
148707,def
148708,def
148709,def
149135,def
149136,def
149137,def
149138,def
149139,def
149140,def
149141,def
149142,def
149143,def
149144,def
149145,def
149146,def
149147,def
149148,def
149149,def
149150,def
149151,def
149152,def
149153,def
149154,def
149155,def
149156,def
149157,def
149158,def
149159,def
149160,def
149161,def
149162,def
149163,def
149164,def
149165,def
149166,def
149167,def
149168,def
149169,def
149170,def
149171,def
149172,def
149173,def
149174,def
149175,def
149176,def
149177,def
149178,def
149179,def
149180,def
149181,def
149182,def
149183,def
149184,def
149185,def
149186,def
149187,def
149188,def
149189,def
149190,def
149191,def
149192,def
149193,def
149194,def
149195,def
149196,def
149624,def
149625,def
149626,def
149627,def
149628,def
149629,def
149630,def
149631,def
149632,def
149633,def
149634,def
149635,def
149636,def
149637,def
149638,def
149639,def
149640,def
149641,def
149642,def
149643,def
149644,def
149645,def
149646,def
149647,def
149648,def
149649,def
149650,def
149651,def
149652,def
149653,def
149654,def
149655,def
149656,def
149657,def
149658,def
149659,def
149660,def
149661,def
149662,def
149663,def
149664,def
149665,def
149666,def
149667,def
149668,def
149669,def
149670,def
149671,def
149672,def
149673,def
149674,def
149675,def
149676,def
149677,def
149678,def
149679,def
149680,def
149681,def
149682,def
149683,def
149684,def
149685,def
150113,def
150114,def
150115,def
150116,def
150117,def
150118,def
150119,def
150120,def
150121,def
150122,def
150123,def
150124,def
150125,def
150126,def
150127,def
150128,def
150129,def
150130,def
150131,def
150132,def
150133,def
150134,def
150135,def
150136,def
150137,def
150138,def
150139,def
150140,def
150141,def
150142,def
150143,def
150144,def
150145,def
150146,def
150147,def
150148,def
150149,def
150150,def
150151,def
150152,def
150153,def
150154,def
150155,def
150156,def
150157,def
150158,def
150159,def
150160,def
150161,def
150162,def
150163,def
150164,def
150165,def
150166,def
150167,def
150168,def
150169,def
150170,def
150171,def
150172,def
150173,def
150174,def
150602,def
150603,def
150604,def
150605,def
150606,def
150607,def
150608,def
150609,def
150610,def
150611,def
150612,def
150613,def
150614,def
150615,def
150616,def
150617,def
150618,def
150619,def
150620,def
150621,def
150622,def
150623,def
150624,def
150625,def
150626,def
150627,def
150628,def
150629,def
150630,def
150631,def
150632,def
150633,def
150634,def
150635,def
150636,def
150637,def
150638,def
150639,def
150640,def
150641,def
150642,def
150643,def
150644,def
150645,def
150646,def
150647,def
150648,def
150649,def
150650,def
150651,def
150652,def
150653,def
150654,def
150655,def
150656,def
150657,def
150658,def
150659,def
150660,def
150661,def
150662,def
150663,def
151091,def
151092,def
151093,def
151094,def
151095,def
151096,def
151097,def
151098,def
151099,def
151100,def
151101,def
151102,def
151103,def
151104,def
151105,def
151106,def
151107,def
151108,def
151109,def
151110,def
151111,def
151112,def
151113,def
151114,def
151115,def
151116,def
151117,def
151118,def
151119,def
151120,def
151121,def
151122,def
151123,def
151124,def
151125,def
151126,def
151127,def
151128,def
151129,def
151130,def
151131,def
151132,def
151133,def
151134,def
151135,def
151136,def
151137,def
151138,def
151139,def
151140,def
151141,def
151142,def
151143,def
151144,def
151145,def
151146,def
151147,def
151148,def
151149,def
151150,def
151151,def
151152,def
151581,def
151582,def
151583,def
151584,def
151585,def
151586,def
151587,def
151588,def
151589,def
151590,def
151591,def
151592,def
151593,def
151594,def
151595,def
151596,def
151597,def
151598,def
151599,def
151600,def
151601,def
151602,def
151603,def
151604,def
151605,def
151606,def
151607,def
151608,def
151609,def
151610,def
151611,def
151612,def
151613,def
151614,def
151615,def
151616,def
151617,def
151618,def
151619,def
151620,def
151621,def
151622,def
151623,def
151624,def
151625,def
151626,def
151627,def
151628,def
151629,def
151630,def
151631,def
151632,def
151633,def
151634,def
151635,def
151636,def
151637,def
151638,def
151639,def
151640,def
151641,def
151642,def
152071,def
152072,def
152073,def
152074,def
152075,def
152076,def
152077,def
152078,def
152079,def
152080,def
152081,def
152082,def
152083,def
152084,def
152085,def
152086,def
152087,def
152088,def
152089,def
152090,def
152091,def
152092,def
152093,def
152094,def
152095,def
152096,def
152097,def
152098,def
152099,def
152100,def
152101,def
152102,def
152103,def
152104,def
152105,def
152106,def
152107,def
152108,def
152109,def
152110,def
152111,def
152112,def
152113,def
152114,def
152115,def
152116,def
152117,def
152118,def
152119,def
152120,def
152121,def
152122,def
152123,def
152124,def
152125,def
152126,def
152127,def
152128,def
152129,def
152130,def
152131,def
152132,def
152561,def
152562,def
152563,def
152564,def
152565,def
152566,def
152567,def
152568,def
152569,def
152570,def
152571,def
152572,def
152573,def
152574,def
152575,def
152576,def
152577,def
152578,def
152579,def
152580,def
152581,def
152582,def
152583,def
152584,def
152585,def
152586,def
152587,def
152588,def
152589,def
152590,def
152591,def
152592,def
152593,def
152594,def
152595,def
152596,def
152597,def
152598,def
152599,def
152600,def
152601,def
152602,def
152603,def
152604,def
152605,def
152606,def
152607,def
152608,def
152609,def
152610,def
152611,def
152612,def
152613,def
152614,def
152615,def
152616,def
152617,def
152618,def
152619,def
152620,def
152621,def
152622,def
484101,def
484104,def
484134,def
484136,def
484137,def
484139,def
484140,def
484142,def
484143,def
484144,def
484145,def
484146,def
484147,def
484148,def
484245,def
484273,def
484279,def
484282,def
484285,def
484302,def
484316,def
484320,def
484325,def
484446,def
484763,def
485456,def
485553,def
485669,def
485684,def
485685,def
485689,def
485690,def
485693,def
485697,def
485700,def
485703,def
485705,def
485728,def
485731,def
485733,def
485738,def
485761,def
485789,def
485794,def
485796,def
485801,def
485820,def
485822,def
485884,def
485977,def
486194,def
486227,def
486459,def
486463,def
486467,def
486475,def
486482,def
486492,def
486504,def
486566,def
486575,def
486579,def
486611,def
486650,def
486660,def
486665,def
486667,def
486673,def
486674,def
486704,def
486705,def
486710,def
486810,def
486816,def
486884,def
487191,def
487193,def
487195,def
487252,def
487324,def
487410,def
487419,def
487437,def
487449,def
487504,def
487586,def
487815,def
487939,def
487943,def
487996,def
487997,def
488006,def
488010,def
488014,def
488017,def
488019,def
488031,def
488046,def
488063,def
488069,def
488472,def
488864,def
488917,def
488925,def
488952,def
488954,def
488965,def
488989,def
488993,def
488999,def
489000,def
489021,def
489124,def
489125,def
489127,def
489135,def
489144,def
489153,def
489164,def
489172,def
489174,def
489175,def
489176,def
489179,def
489184,def
489437,def
489556,def
489559,def
489568,def
489585,def
489598,def
489603,def
489606,def
489607,def
489608,def
489609,def
489613,def
489615,def
489725,def
489752,def
489753,def
489760,def
489765,def
489779,def
489789,def
489797,def
489803,def
489804,def
489875,def
490076,def
490267,def
490747,def
490806,def
490811,def
490816,def
490820,def
490868,def
490910,def
490919,def
490926,def
490936,def
491012,def
491060,def
491131,def
491134,def
491138,def
491143,def
491224,def
491237,def
491240,def
491243,def
491245,def
491249,def
491262,def
491264,def
491409,def
491480,def
491557,def
491572,def
491585,def
491877,def
491943,def
491955,def
491956,def
491957,def
491958,def
491960,def
491962,def
491963,def
491966,def
491980,def
491981,def
491982,def
492014,def
492016,def
492028,def
492036,def
492040,def
492060,def
492074,def
492313,def
492323,def
492327,def
492329,def
492332,def
492373,def
492441,def
492507,def
492532,def
492536,def
492564,def
492569,def
492573,def
492673,def
492803,def
492806,def
492807,def
492809,def
492812,def
492813,def
492815,def
492817,def
492818,def
492830,def
492987,def
493375,def
493876,def
493893,def
493896,def
493899,def
493902,def
493904,def
493917,def
493919,def
493922,def
493926,def
493947,def
493958,def
493962,def
493981,def
494048,def
494050,def
494054,def
494059,def
494067,def
494084,def
494089,def
494098,def
494114,def
494156,def
494413,def
494462,def
494798,def
494821,def
494823,def
494826,def
494837,def
494871,def
494924,def
494925,def
494926,def
494928,def
494929,def
494952,def
494955,def
494968,def
494970,def
494974,def
494976,def
494982,def
495012,def
495058,def
495101,def
495184,def
495284,def
495423,def
495447,def
495470,def
495552,def
495594,def
495616,def
495681,def
495695,def
495722,def
495737,def
495765,def
495771,def
495796,def
495827,def
495881,def
495892,def
495957,def
496005,def
496038,def
496057,def
496076,def
496217,def
496262,def
496341,def
496383,def
